text,label,exp_split,Generated_Label
Never believe Iran they have been a problem since the 70s we need to wipe them off the face of the Earth. No negotiation.,1,test,1
"The violent 3rd world narco-$tate of Mexico is still fighting the Mexican/American war of PHONE. Instead of military force, the Mexicans are now waging demographic warfare against the Yankees. They enable 100,000+ people from Central America to pass thru Mexico EVERY MONTH... and then actively assist them with invasion at the US border. This strategy is called ""RECONQUISTA"".",0,test,1
"They should sink the island, seems to be full of corruption. US citizens are tired of supporting, freeloading Latinos. PR, Mexico and invaders of Central America.",1,test,1
"I think it's a sin to be gay, but I live and let those people live without me harassing them, Jesus will judge them in the end.. Whose to say my sins are less than theirs?? I think beheading women is way worse than 2 men being in love.. for sure..",0,test,1
THE BITCH'S ARE GOING AWAY,1,test,1
"My first thought - always - Muslim. Then I thought, Muslims use knives. But, we'll see. Always remember: Communism + Islam + racism + plus mosquitoes (yes, mosquitoes!) all contribute ZERO to civilization, and we KNOW what we DO to mosquitoes! If mosquitoes are considered food for other flying insects, try one or more of the other choices.",1,test,1
Death to whites islam will conquer all,1,test,1
Ruben you must live in California because in my city you would get fucked up so keep being racist pussy boy your probably a virgin that gets no job and gets bullyed in school fyi i dont like bullying but people like you need to be purged the this world,1,test,1
Probably another white guy shooter,0,test,0
"It prevents people from losing their job or being evicted from their homes simply for being gay. That's actually still legal in most states, by the way.",0,test,0
If my kid turns out to be gay and doesn't come out like this I'll be disappointed lol,0,test,0
Low key this is a gay ass song,0,test,1
Young thug sounds sus af lmao,0,test,1
It would be nice if Germany would stop stealing from Jews like from my family and 5 other Austrian Jews who owned property in East Germany. What a hypocrite!,0,test,1
"The Rabble Rousing Pleiadian Dragon/Lion ...some women aren't looking for anything logical, like money. They can't be bought, bullied, reasoned, or negotiated with. Some women just want to watch the world burn.",0,test,1
She looks like a blond Caitlyn ( Bruce ) Jenner. No wonder she's pissed off.,0,test,1
if this storm isnt bad enough the colored folks will be looting soon after,1,test,1
Show your cock faggot.. the most depressing upload schedule ever.,1,test,1
Ship em all to sanctuary cities. Let's see how compassionate they are!!!,1,test,1
*this niggas a clone*,0,test,1
Don't Jaden and julian go to a Christian school? And they cuss. That's not very Christian like,0,test,0
No i wanna fuck you cause yo pussy fat fuck yo platform,0,test,1
"I think he was making a joke, that no black girls dream of such things. Ever.",0,test,1
"If you ask Congress women Talib or Omar about Nazis and the Holocaust they would say: ""Some people did something.""",0,test,1
"Lesbian Butch should play soccer and keep her worthless political comments to herself,looks like a crusty ass looking shrimp boat captain.. just like her I couldn't refrain from my shity ass comments too",1,test,1
@joanna thao yea you do and are so stfu bi!ch,1,test,1
he looks alien and a gay,0,test,1
Not many likes of your comment. You should ask your father or grandfather how the Nazis treated them and finally enter illegally in the US and now you end up making an ignorant comment forgetting your past.,0,test,1
Black football players are the most overrated thugs in all of sports!!,1,test,1
one of this day no one will have powers in the front of God and you will be treated the same way and the unbeliever they will be punished,0,test,1
The the country will go will go broke for her false lie to the Black community for Slavery Reparations to all!  Also go broke for Health Care for All. Follow her lead and sleep your way to the top! Girl Power!,0,test,1
Kawhi and Paul George are going to have tranny parties. They're going to suck dick and toss salad the rest of their time together. Two pussy ass faggots.,1,test,1
AOC if you dont like America GO BACK TO YOUR COUNTRY!!!!! No one asked you to come here!!!!! And We as Americans DONT want your help or political views!,1,test,1
Africans enslaved themselves,1,test,1
"@Mike Dias Mike, you follow your father Satan, the liar of all liars. Real Christians know that the Father is the judge. You are judging others as if you are God. You need more bible study before you go popping off judging others. Jesus spoke off you in Matthew 7:21-23.",0,test,1
"Al Dhanji Since The Ayatollah Assahola regime took power Iran has done nothing but support terrorism and make threats to America and Israel and ALL of the free world!! Either overthrow the Assahola or continue to live with the consequences of blind obedience to your master!!! We don't want to invade your country... just destroy your radical Islamic leadership!!! Believe me when I say...this war will NOT involve boots on the ground, but fire from the sky!!! No Nuclear Weapons For Iran until they fall on your head🔥🔥🔥🔥🔥💀💀💀",1,test,1
"Pray is what needs be and God will stop the censorship. Let His people fast and pray for America because where America goes, the world goes. God must be allowing the Rats for some menace as payment of infanticide, self destruction via drug abuse, and immoralities, also for that ""Sauce"" from the butchered babies during their rituals. Pray folks....",0,test,1
Gotta blame it on the jews,0,test,1
This stupid rich leftist woman there is nothing she can do it is a remainer stunt it is in the power of the Queen she is way out of order my legal team and i who does she think she is just a black who speaks for no one only her self big headed bigot,0,test,1
Nikki Lee The black community is helpless. LOL,0,test,1
"Most of that group were white liberals, where are you going to deport them? The fact they flew a mexican flag showed how ignorant they are about the situation, as the people in the detention center were central americans NOT Mexicans.",0,test,0
