,text,label,exp_split,ChatGPT Response
2263,"+Great Value They are called the Sunni Muslim coalition who are destroying Yemen and who want war with Iran. 96% of Palestinians are Sunni Muslims too. Tell Iran to leave Salman Rushdie alone, dozens have been killed worldwide in their effort to kill him and fulfill the mindless Ayatollah's Fatwa even though he lives 2900 miles away.",0,test,"{
  ""text"": ""+Great Value They are called the Sunni Muslim coalition who are destroying Yemen and who want war with Iran. 96% of Palestinians are Sunni Muslims too. Tell Iran to leave Salman Rushdie alone, dozens have been killed worldwide in their effort to kill him and fulfill the mindless Ayatollah's Fatwa even though he lives 2900 miles away."",
  ""rationales"": [
    ""Sunni Muslim coalition"",
    ""Yemen"",
    ""war with Iran"",
    ""Palestinians"",
    ""Iran"",
    ""Salman Rushdie"",
    ""Ayatollah's Fatwa""
  ],
  ""derogatory_language"": [
    ""mindless""
  ],
  ""cuss_words"": []
}"
2264,Puerto Rican Georgie Fucked up.,0,test,"{
  ""text"": ""Puerto Rican Georgie Fucked up."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""Fucked""
  ]
}"
2265,Bruh this nigga sending shots like amotherfucker,0,test,"{
  ""text"": ""Bruh this nigga sending shots like amotherfucker"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""nigga""
  ],
  ""cuss_words"": [
    ""amotherfucker""
  ]
}"
2266,"@Guapo Ent. Gaming hes part asian, hes not just black",0,test,"{
  ""text"": ""@Guapo Ent. Gaming hes part asian, hes not just black"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2267,"The Me Too movement is even back firing on women, because 60% of men don't want to mentor or work with women.",0,test,"{
  ""text"": ""The Me Too movement is even back firing on women, because 60% of men don't want to mentor or work with women."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2268,7/16/19....Illegal immigrants DON'T HAVE TO OPEN THE DOOR? WRLL HOW MANY ICE AGENTS WILL GET HURT? EVERY HURT/KILLED ICE AGENT SHOULD CAUSE HUGE LAW SUIT AGAINST SANCTUARY CITIES + MAYORS + POLICE + ANYBIDY WHO STANDS IN THE WAY & STOPS ICE FROM DOING THEIR DUTY/JOB! TRUMP DEPORT ALL THOSE WELFARE/ILLEGAL IMMIGRANTS! BUILD THE WALL + MAKE IT TALL! DEPORT ILLEGALS & CRIMINAL IMMIGRANTS! MAKE AMERICA + AMERICANS SAFE AGAIN!,1,test,"{
  ""text"": ""7/16/19....Illegal immigrants DON'T HAVE TO OPEN THE DOOR? WRLL HOW MANY ICE AGENTS WILL GET HURT? EVERY HURT/KILLED ICE AGENT SHOULD CAUSE HUGE LAW SUIT AGAINST SANCTUARY CITIES + MAYORS + POLICE + ANYBIDY WHO STANDS IN THE WAY & STOPS ICE FROM DOING THEIR DUTY/JOB! TRUMP DEPORT ALL THOSE WELFARE/ILLEGAL IMMIGRANTS! BUILD THE WALL + MAKE IT TALL! DEPORT ILLEGALS & CRIMINAL IMMIGRANTS! MAKE AMERICA + AMERICANS SAFE AGAIN!"",
  ""rationales"": [
    ""illegal immigrants"",
    ""ICE agents"",
    ""sanctuary cities"",
    ""mayors"",
    ""police"",
    ""ICE"",
    ""welfare/illegal immigrants"",
    ""build the wall"",
    ""deport illegals"",
    ""criminal immigrants"",
    ""make America"",
    ""make Americans safe again""
  ],
  ""derogatory_language"": [
    ""illegal immigrants"",
    ""sanctuary cities"",
    ""mayors"",
    ""police"",
    ""welfare/illegal immigrants"",
    ""build the wall"",
    ""deport illegals"",
    ""criminal immigrants""
  ],
  ""cuss_words"": []
}"
2269,"If you are here illegally, you are here as a criminal a d should be treaded as one! Anyone that is giving them aid, ALSO need to be arrested! Immergrents here that have gone through the process to obtain citizenship, YOU HAVE NOTHING TO FEAR.",0,test,"{
  ""text"": ""If you are here illegally, you are here as a criminal a d should be treaded as one! Anyone that is giving them aid, ALSO need to be arrested! Immergrents here that have gone through the process to obtain citizenship, YOU HAVE NOTHING TO FEAR."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""illegal"",
    ""criminal"",
    ""immergrents""
  ],
  ""cuss_words"": []
}"
2270,"Dubai is the wrong place to film such a video. I wonder how much she got for using the Dubai hashtag. UAE, get your human rights straight before pretending to be modern and civilised. #nodubaiforme",0,test,"{
  ""text"": ""Dubai is the wrong place to film such a video. I wonder how much she got for using the Dubai hashtag. UAE, get your human rights straight before pretending to be modern and civilised. #nodubaiforme"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2271,This lady is the biggest piece of garbage to ever be on tv.,0,test,"{
  ""text"": ""This lady is the biggest piece of garbage to ever be on tv."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""garbage""
  ],
  ""cuss_words"": []
}"
2272,That white guy is a SNAKE,0,test,"{
  ""text"": ""That white guy is a SNAKE"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""SNAKE""
  ]
}"
2273,"""Send her back""! What a thing, if your ancestors never came!",0,test,"{
  ""text"": ""\""Send her back\""! What a thing, if your ancestors never came!"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2274,Get these mexicans out of our great country.they come here and multiply like rabbits and look for hand me downs,1,test,"{
  ""text"": ""Get these mexicans out of our great country.they come here and multiply like rabbits and look for hand me downs"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""mexicans""
  ],
  ""cuss_words"": []
}"
2275,Bunch Of Slack-Jawed Faggots Around Here! This Stuff Will Make You a Goddamn Sexual Tyrannosaurs! Just like Me!,1,test,"{
  ""text"": ""Bunch Of Slack-Jawed Faggots Around Here! This Stuff Will Make You a Goddamn Sexual Tyrannosaurs! Just like Me!"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""faggots""
  ],
  ""cuss_words"": [
    ""Goddamn""
  ]
}"
2276,"Islam will win the race,, because of a flying donkeys",0,test,"{
  ""text"": ""Islam will win the race,, because of a flying donkeys"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2277,"WARNING: IF MY PEOPLE WHO ARE CALLED BY MY NAME WILL HUMBLE THEMSELVES AND PRAY AND SEEK MY FACE AND TURN FROM THEIR WICKED WAYS THEN I WILL HEAR FROM HEAVEN AND I WILL FORGIVE THEIR SIN AND WILL HEAL THEIR LAND. BABIES BLOOD IS CRYING OUT FROM THE GROUND, FALSE ACCUSATIONS AGAINST THE PRESIDENT, DISRESPECT MEN WITH MEN WOMEN WITH WOMEN, FORNICATORS, FOWL MOUTHS...ETC A NEW GREEN DEAL WILL NOT HELP YOU, ONLY HUMILITY AND REPENTANCE WILL GOD HEAR. AMERICA IN GOD WE TRUST WE ARE THE PEOPLE CALLED BY HIS NAME. STOP KILLING OUR BABIES BAN ABORTION. WE NEED TO REPENT FROM OUR WICKED WAYS.",0,test,"{
  ""text"": ""WARNING: IF MY PEOPLE WHO ARE CALLED BY MY NAME WILL HUMBLE THEMSELVES AND PRAY AND SEEK MY FACE AND TURN FROM THEIR WICKED WAYS THEN I WILL HEAR FROM HEAVEN AND I WILL FORGIVE THEIR SIN AND WILL HEAL THEIR LAND. BABIES BLOOD IS CRYING OUT FROM THE GROUND, FALSE ACCUSATIONS AGAINST THE PRESIDENT, DISRESPECT MEN WITH MEN WOMEN WITH WOMEN, FORNICATORS, FOWL MOUTHS...ETC A NEW GREEN DEAL WILL NOT HELP YOU, ONLY HUMILITY AND REPENTANCE WILL GOD HEAR. AMERICA IN GOD WE TRUST WE ARE THE PEOPLE CALLED BY HIS NAME. STOP KILLING OUR BABIES BAN ABORTION. WE NEED TO REPENT FROM OUR WICKED WAYS."",
  ""rationales"": [
    ""BABIES BLOOD IS CRYING OUT FROM THE GROUND"",
    ""FALSE ACCUSATIONS AGAINST THE PRESIDENT"",
    ""DISRESPECT MEN WITH MEN WOMEN WITH WOMEN"",
    ""FORNICATORS"",
    ""FOWL MOUTHS"",
    ""A NEW GREEN DEAL WILL NOT HELP YOU"",
    ""ONLY HUMILITY AND REPENTANCE WILL GOD HEAR"",
    ""STOP KILLING OUR BABIES BAN ABORTION"",
    ""WE NEED TO REPENT FROM OUR WICKED WAYS""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2278,*these girls had some pretty punchable faces*,1,test,"{
  ""text"": ""*these girls had some pretty punchable faces*"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""punchable""
  ]
}"
2279,This is easy to fix. Close borders for a month. Line up our national guard along entire southern border and watch Mexico and their cartels squirm! Easy peasy!,0,test,"{
  ""text"": ""This is easy to fix. Close borders for a month. Line up our national guard along entire southern border and watch Mexico and their cartels squirm! Easy peasy!"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2280,Cut off the dicks of all men in Alabama,1,test,"{
  ""text"": ""Cut off the dicks of all men in Alabama"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""dicks""
  ]
}"
2281,I'm Irish..any ILLEGAL Irish immigrants should be sent Home..,0,test,"{
  ""text"": ""I'm Irish..any ILLEGAL Irish immigrants should be sent Home.."",
  ""rationales"": [
    ""ILLEGAL Irish immigrants""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2282,Why Disney? An Asian girl for Mulan? Why not a Nordic actress?,0,test,"{
  ""text"": ""Why Disney? An Asian girl for Mulan? Why not a Nordic actress?"",
  ""rationales"": [
    ""Disney"",
    ""Asian girl for Mulan"",
    ""Nordic actress""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2283,Idiots: asian are smarter than white people Elon Musk: really?,0,test,"{
  ""text"": ""Idiots: asian are smarter than white people Elon Musk: really?"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""Idiots"",
    ""white people""
  ],
  ""cuss_words"": []
}"
2284,"(((The media))) has the same agenda it did in Wiemar Germany, because the same (((people))) who started the Frankfurt School were tossed out and ended up in the US. They took over academia and use our universities to brainwash our kids to hate everything about the West. There's a reason they've been thrown out of over 100 places throughout history and were rounded up in train cars a few decades ago. World leaders and historians have warned us about them for thousands of years, but we dismiss their warnings out of hand, as ""antisemitism"", as if that means anything.",0,test,"{
  ""text"": ""(((The media))) has the same agenda it did in Wiemar Germany, because the same (((people))) who started the Frankfurt School were tossed out and ended up in the US. They took over academia and use our universities to brainwash our kids to hate everything about the West. There's a reason they've been thrown out of over 100 places throughout history and were rounded up in train cars a few decades ago. World leaders and historians have warned us about them for thousands of years, but we dismiss their warnings out of hand, as \""antisemitism\"", as if that means anything."",
  ""rationales"": [
    ""media"",
    ""Frankfurt School"",
    ""academia"",
    ""universities"",
    ""brainwash"",
    ""West"",
    ""antisemitism""
  ],
  ""derogatory_language"": [
    ""Wiener"",
    ""antisemitism""
  ],
  ""cuss_words"": []
}"
2285,"When is Trump's Kristallnacht due, again?",0,test,"{
  ""text"": ""When is Trump's Kristallnacht due, again?"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2286,Mexico great country why people need to come to USA stay in your own,0,test,"{
  ""text"": ""Mexico great country why people need to come to USA stay in your own"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2287,Pelosi is a racist. She wants only white people around her unless they are mowing the lawn or fixing her plumbing.,0,test,"{
  ""text"": ""Pelosi is a racist. She wants only white people around her unless they are mowing the lawn or fixing her plumbing."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""racist"",
    ""white people"",
    ""mowing the lawn"",
    ""fixing her plumbing""
  ],
  ""cuss_words"": []
}"
2288,"While affirmative action laws do still exist, US states can and do pass laws rejecting affirmative action. This is one reason (among many) that Buttigieg is promoting national policies to stop discrimination. The State of Washington only recently repealed its 20-year ban on affirmative action. URL Nine US states banned affirmative action. ""Texas's ban was reversed by a Supreme Court decision in 2003, leaving eight states that currently ban the policy."" URL-center-chalkboard/2019/04/12/why-might-states-ban-affirmative-action/",0,test,"{
  ""text"": ""While affirmative action laws do still exist, US states can and do pass laws rejecting affirmative action. This is one reason (among many) that Buttigieg is promoting national policies to stop discrimination. The State of Washington only recently repealed its 20-year ban on affirmative action. URL Nine US states banned affirmative action. \""Texas's ban was reversed by a Supreme Court decision in 2003, leaving eight states that currently ban the policy.\"" URL-center-chalkboard/2019/04/12/why-might-states-ban-affirmative-action/"",
  ""rationales"": [
    ""Buttigieg is promoting national policies to stop discrimination"",
    ""The State of Washington only recently repealed its 20-year ban on affirmative action"",
    ""Texas's ban was reversed by a Supreme Court decision in 2003, leaving eight states that currently ban the policy""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
