text,label,exp_split,ChatGPT Response
@blicktargaryen @NoWahala_ @beans1million They want you to be fighting on their enjoyment. Don't trust these niggers,1,test,"{
  ""text"": ""@blicktargaryen @NoWahala_ @beans1million They want you to be fighting on their enjoyment. Don't trust these niggers"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""niggers""
  ],
  ""cuss_words"": []
}"
@AskAnshul @Malala awaiting your response. Or is it only for Muslim women that you speak?,0,test,"{
  ""text"": ""@AskAnshul @Malala awaiting your response. Or is it only for Muslim women that you speak?"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
Look how racist this cunt is.,0,test,"{
  ""text"": ""Look how racist this cunt is."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""cunt""
  ]
}"
fuck you hoes and pussy niggas,1,test,"{
  ""text"": ""fuck you hoes and pussy niggas"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""fuck"",
    ""hoes"",
    ""pussy"",
    ""niggas""
  ]
}"
"No #alpha wants to fuck a hairy pussy, so #sissies shave and practice your hole so you have a nice little gape and he can fuck you bare with just some saliva! #sissy #sissyfication #sissyslut #anal #boipussy #shaved #sissyupskirt URL",1,test,"{
  ""text"": ""No #alpha wants to fuck a hairy pussy, so #sissies shave and practice your hole so you have a nice little gape and he can fuck you bare with just some saliva! #sissy #sissyfication #sissyslut #anal #boipussy #shaved #sissyupskirt URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""fuck"",
    ""pussy""
  ]
}"
"@montaga Reparations? What about the Native Americans like myself, Our family has suffered from the start of this country. This land was stolen from us! Imagine if it was your home and families that were ripped apart! 1666 MASSACRE  Please Google that! Attempted GENOCIDE!, RAPE! MURDER!",0,test,"{
  ""text"": ""@montaga Reparations? What about the Native Americans like myself, Our family has suffered from the start of this country. This land was stolen from us! Imagine if it was your home and families that were ripped apart! 1666 MASSACRE Please Google that! Attempted GENOCIDE!, RAPE! MURDER!"",
  ""rationales"": [
    ""Native Americans"",
    ""this land was stolen from us"",
    ""families that were ripped apart"",
    ""1666 MASSACRE"",
    ""Attempted GENOCIDE!"",
    ""RAPE!"",
    ""MURDER!""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
"The religion of death , these beasts deserve nothing but what they spread ...#",1,test,"{
  ""text"": ""The religion of death , these beasts deserve nothing but what they spread ...#"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""religion of death"",
    ""beasts""
  ],
  ""cuss_words"": []
}"
Nigga need to be euthanized,1,test,"{
  ""text"": ""Nigga need to be euthanized"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""Nigga""
  ]
}"
"Petition to have urinal/stall or stall only bathroom signs instead of male/female. The future is here mother fuckers, gender is irrelevant. 🤷🏻‍♂️",0,test,"{
  ""text"": ""Petition to have urinal/stall or stall only bathroom signs instead of male/female. The future is here mother fuckers, gender is irrelevant. 🤷🏻‍♂️"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""mother fuckers""
  ]
}"
i didn't see any cute boys today but then again most were white with a white girl so,0,test,"{
  ""text"": ""i didn't see any cute boys today but then again most were white with a white girl so"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
i already knew monsta x as a whole supported lgbt but hearing it outright from wonho and jooheon is amazing and really just cements it more. happy pride month to us fuckers time to fullfill the gay agenda,0,test,"{
  ""text"": ""i already knew monsta x as a whole supported lgbt but hearing it outright from wonho and jooheon is amazing and really just cements it more. happy pride month to us fuckers time to fullfill the gay agenda"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""fuckers""
  ]
}"
"Tell a bitch shut up , you bouta fuck my Nutt yo",0,test,"{
  ""text"": ""Tell a bitch shut up , you bouta fuck my Nutt yo"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""bitch""
  ],
  ""cuss_words"": [
    ""fuck""
  ]
}"
<user> similarly non muslim countries should come together oops but are there non muslim countries,1,test,"{
  ""text"": ""<user> similarly non muslim countries should come together oops but are there non muslim countries"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
"Today we remember the Farhud that caused many Iraqi Jews, my family included, to flee. Historically a rich Jewish community, particularly in Baghdad, nowadays there are more Jewish graves in Iraq (last picture in Sadr City) than there are Jews living there - only 10 left today. URL",0,test,"{
  ""text"": ""Today we remember the Farhud that caused many Iraqi Jews, my family included, to flee. Historically a rich Jewish community, particularly in Baghdad, nowadays there are more Jewish graves in Iraq (last picture in Sadr City) than there are Jews living there - only 10 left today. URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
Your whole business model is literally making money off of the exploitation of women URL,0,test,"{
  ""text"": ""Your whole business model is literally making money off of the exploitation of women URL"",
  ""rationales"": [
    ""exploitation of women""
  ],
  ""derogatory_language"": [
    ""exploitation of women""
  ],
  ""cuss_words"": []
}"
it ’ so ghetto when people say the n word,1,test,"{
  ""text"": ""it ’ so ghetto when people say the n word"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""ghetto"",
    ""n word""
  ]
}"
"keep jacking them dicks, and busting them nuts for me byeeeeeee",0,test,"{
  ""text"": ""keep jacking them dicks, and busting them nuts for me byeeeeeee"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""dicks"",
    ""nuts""
  ]
}"
Muslims are turning Germany into a nightmare! Thanks to all leftist liberal pagan politicians that hate their country and their people so much that they allowed these barbaric savages into the country! If you breed mambas sooner or later they will kill you!,1,test,"{
  ""text"": ""Muslims are turning Germany into a nightmare! Thanks to all leftist liberal pagan politicians that hate their country and their people so much that they allowed these barbaric savages into the country! If you breed mambas sooner or later they will kill you!"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""Muslims"",
    ""leftist"",
    ""liberal"",
    ""pagan"",
    ""barbaric savages""
  ],
  ""cuss_words"": []
}"
"People are being shot dead in public because of the hate Trump has injected into the veins of our society, @FoxNews & the @SenateGOP chosing loyalty to Trump over American lives. Tucker Carlson: White supremacy is ""actually not a real problem in America."" URL",0,test,"{
  ""text"": ""People are being shot dead in public because of the hate Trump has injected into the veins of our society, @FoxNews & the @SenateGOP chosing loyalty to Trump over American lives. Tucker Carlson: White supremacy is \""actually not a real problem in America.\"" URL"",
  ""rationales"": [
    ""Trump"",
    ""FoxNews"",
    ""SenateGOP"",
    ""Tucker Carlson""
  ],
  ""derogatory_language"": [
    ""hate"",
    ""White supremacy""
  ],
  ""cuss_words"": []
}"
"holy shit, kids are retarded, stupid mother fuckers, lets call it a day, smack this bitch with the beday...",1,test,"{
  ""text"": ""holy shit, kids are retarded, stupid mother fuckers, lets call it a day, smack this bitch with the beday..."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""shit"",
    ""retarded"",
    ""stupid"",
    ""mother fuckers"",
    ""bitch""
  ]
}"
Throw all bloody Hindus out of Gulf countries.,1,test,"{
  ""text"": ""Throw all bloody Hindus out of Gulf countries."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""bloody"",
    ""Hindus""
  ],
  ""cuss_words"": []
}"
"@Bishopoftyler Fuck you, homophobic piece of trash",1,test,"{
  ""text"": ""@Bishopoftyler Fuck you, homophobic piece of trash"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""Fuck""
  ]
}"
She's 5 years old u pig. If u looked at her and felt this was inappropriate because it symbolized something sexual to u then your a sicko. Yallah detective haram inspections need to all gather together and jump off a bridge URL,1,test,"{
  ""text"": ""She's 5 years old u pig. If u looked at her and felt this was inappropriate because it symbolized something sexual to u then your a sicko. Yallah detective haram inspections need to all gather together and jump off a bridge URL"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""pig"",
    ""sicko""
  ],
  ""cuss_words"": [
    ""u""
  ]
}"
"I don't know what it is, but I've encountered so much toxic masculinity and blatant disrespect from men this week. If you're the kind of guy who takes your issues out on nice girls for no reason I'm sad for you bc you're a loser",0,test,"{
  ""text"": ""I don't know what it is, but I've encountered so much toxic masculinity and blatant disrespect from men this week. If you're the kind of guy who takes your issues out on nice girls for no reason I'm sad for you bc you're a loser"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
"So glad my @ForbesScience article on girls/science received well/discussed. I accomplished my goal. Also disheartening to see level of insecurity, privilege, and vitriol from certain sectors of privilege. It is also telling of why the article was needed URL",0,test,"{
  ""text"": ""So glad my @ForbesScience article on girls/science received well/discussed. I accomplished my goal. Also disheartening to see level of insecurity, privilege, and vitriol from certain sectors of privilege. It is also telling of why the article was needed URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
@TDBurg25 @IlovebeinBlack They were probably done by white people 💀💀,0,test,"{
  ""text"": ""@TDBurg25 @IlovebeinBlack They were probably done by white people 💀💀"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""💀💀""
  ]
}"
"@amandadonnell14 Hope this rapist rots in prison then in hell, without his 72 virgins!",0,test,"{
  ""text"": ""@amandadonnell14 Hope this rapist rots in prison then in hell, without his 72 virgins!"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""rapist""
  ],
  ""cuss_words"": []
}"
@RashaAlAqeedi @dcbigjohn If the Sushi Muslims can't get along with the Shiitake Muslims how can anyone hope to fix the Middle Feast URL,0,test,"{
  ""text"": ""@RashaAlAqeedi @dcbigjohn If the Sushi Muslims can't get along with the Shiitake Muslims how can anyone hope to fix the Middle Feast URL"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""Sushi Muslims"",
    ""Shiitake Muslims"",
    ""Middle Feast URL""
  ],
  ""cuss_words"": []
}"
Great relief to millions of women. Government's efforts to uphold the rights n dignity of women finally overcame d Opposition's hurdles. URL,0,test,"{
  ""text"": ""Great relief to millions of women. Government's efforts to uphold the rights n dignity of women finally overcame d Opposition's hurdles. URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [],
}"
Maybe the reason ladies are attracted towards men who are holding babies is because it's proof that atleast someone thought that they're attractive enough to fuck.,0,test,"{
  ""text"": ""Maybe the reason ladies are attracted towards men who are holding babies is because it's proof that atleast someone thought that they're attractive enough to fuck."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
V150: catch me live here URL #gaycam #jock #twink #chaturbate #gayboy #livecam #cam #camboy Retweet! URL,0,test,"{
  ""text"": ""V150: catch me live here URL #gaycam #jock #twink #chaturbate #gayboy #livecam #cam #camboy Retweet! URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
@aspiringhotwif1 Lucky cuck,0,test,"{
  ""text"": ""@aspiringhotwif1 Lucky cuck"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""cuck""
  ]
}"
richard madden really pretended to be straight all these years to be part of the mcu. legend URL,0,test,"{
  ""text"": ""richard madden really pretended to be straight all these years to be part of the mcu. legend URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
<user> you muslim also how ’ ya day goin 😁,0,test,"{
  ""text"": ""<user> you muslim also how ’ ya day goin 😁"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
i ’ ll turn a dyke into a bike,1,test,"{
  ""text"": ""i ’ ll turn a dyke into a bike"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""dyke""
  ]
}"
