text,label,exp_split
"""Ilhan said, uh, that, um, all blue eyed devils should, uh, be locked in a mosque basement and forced to pray five times a day using a taser until they submit to izlom.""",0,test
#KashmirBleeds because Pakistan army is making money out of it.  #KashmirBleeds because Pakistan army is provoking India with terrorism in Kashmir.  #KashmirBleeds because Pakistan wants to take revenge from India for all the war that Pakistan lost against India in past.,0,test
"Dear Allah, I know I'm not perfect, but thank you for loving me and making me a Muslim. #زھرا",0,test
"@MBOKSR_MAGA @JanetTxBlessed So over the gay/trans crap. What they do in their personal lives should stay discrete, not push their perversion rot on everyone else.",0,test
"Honestly given how many people have buried their gays, y'all better watch out when the zombie apocalypse comes",0,test
"@frankielussst A Horny limp dick 30 yr old rlly fighting with a bomb ass bitch ,now thats what you call sad and worthless 😒💅🏼",1,test
Niggas ank real when that shit really count...🤧,0,test
Come and lick it up faggots #manscent #pits #muskypits #myripecock #3daystink URL,1,test
"This is deeply problematic, since white folks teaching Yoga is cultural appropriation that perpetuates coloniality. Laura Humpf must apologize. URL",0,test
"Further proof that kikes are the spawn of satan, look at this specimen. URL",1,test
@realDonaldTrump Is there anything more beta and cowardly than shooting at defenceless people? These pathetic losers leave a manifesto as if anyone gives a shit why they decided to have a temper tantrum. Fucking cucks.,1,test
"@natszendro I need an explanation, lesbians.",0,test
I wish the good Mormon folks would learn to respect the God given earth they found themselves on and stop with the fucking it over... URL,0,test
if so which bitch dared to lay a finger on him,1,test
If you are what you eat does that mean all asians are bitches?,0,test
"@ghostofthor same energy as the ""YOU DONT LOOK INDIAN STOP LYING ABOUT BEING SOUTH ASIAN"" cc",0,test
God damn idiot Christians with their god damn Victorian morals. I'm going to need more smelling salts for these god damn morans. God dammit.,1,test
@Amber_dannielle ion know why u even bothering me at this time of the night when u have a nigga 🤣,0,test
Bitches be MAD mad 🤣🤣,1,test
It's American media. It's not really their job to care about African acts. We also do not need their validation. URL,0,test
Tell this old white ugly fat bitch to shut the fuck up its #FreeTayK till that shit backwards word to moms URL,0,test
"just the term ""rocker chick"" makes my blood boil",0,test
INTERSEX CUPS FOR PRIDE 😩❤️ @PrideInLondon @BudweiserUK URL,0,test
"""Since women say men only think with their dicks do you think she would get offended if I asked her to blow my mind."" 😭 I hate the people I work with fucking clowns",0,test
<user> i do not want to live in a post greatest love story ever told world i bet you faggots like golden time bring back rie tsunderes,1,test
Prime Minister Modi pays tribute to #SheilaDikshit at her residence in Delhi URL #RIPSheilaDikshit URL,0,test
@jaystxxz Drop all them hoes like bombs. 🙂,1,test
If they were black they would've been shot dead but yeah a ha ha 🙄,0,test
Yo I'd kick her in the fucking throat URL,0,test
@hazthesaz Then... for men sex in the mosque? 🙄 Or sex in general but with whom if women are excluded? 🤣,0,test
"Police shot at you, right in your bone and you are still able to stand straight? Lmfaoooo.. Oga calm down abeg, go and lie to the next person or maybe on facebook. U stumbled and got wounded and posted it and caption rubbish.. U go collect that bullet wey u dey find Insha Allah",0,test
@cutecherrybitch for the cool women that fuck whoever cause fuck double standards and then after yall fall for her tricks shes over here trying to get with billionaires,1,test
A Hyper Nationalist Angrez with British passport is more Indian than so called Intellectuals Indian passport holders freedom fighters who fights for civil and political rights ---- Swayamsevak's mentality (1920s-2019 ),0,test
These the type of btches y'all nutting in???? 🤦🏽‍♂️ dis mf really sucking dck in front of her kids URL,1,test
@wvjoe911 How do you respond to somebody this fucking stupid full of vile and Evil.sad thing is trumptards really believe somebody's after their Bible,1,test
I'm so blessed to be a part of World Conquest Evangelistic Church and Cityland Foundations. URL,0,test
Idk how the important females I dealt with put up with my ass,0,test
go get ur validation and hype from ur yes man. half of u turn to yes men when money involved. suck my dick clean bitch,1,test
#ilovekamala is trending because she has a strong grassroots movement. I'm sorry that some of y'all can't handle the thought of a black woman running the country.,0,test
"In Saudi this year, the mass extermination of 37 of mostly Shiite men this week provoked condemnation from the UN and other human rights organizations, as several teenage boys were executed for crimes as seemingly petty a sending Whatsapp messages about government demonstrations.",0,test
"#Israel mourns first lady #NechamaRivlin, the wife of @PresidentRuvi Rivlin URL",0,test
candy crush saga king download free fittas very young lesbians what does lesbian mean lesbian love books URL,0,test
"Broke women hate successful women , you'll hear them say they used their pussies to get to where they are.... My sister what do you use your pussy for ,lay eggs??😂😂😂",0,test
@latinsaby comente gay @ifsaby,0,test
Latina Lesbians Giving a Good Lick  URL,0,test
"Bruh my brother is dumb af 😂😂😂 this mf picture ain't even load yet, niggas ain't shit URL",0,test
<user> <user> balls <number> mooslems <number> under rape and urinated on hanycapped girl legal and political whores cover it up there is no islamophobia mooslems do not observe true islam they serve moohamed bastardized version a murderous ideology that preys on the weakest in their society,1,test
Some men from Delhi should file a PIL in the Supreme Court claiming this goes against the values of Equality enshrined in our Constitution :^),0,test
@beepbooplettuce If I was a little bitch you'd be masturbating over me cus ur a nonce stupid ass hoe,0,test
"This black evangelical supports PRESIDENT @realDonaldTrump  signed - one of many ""black evangelicals"" from a long line of pastors, deacons, missionaries etc who supports the President, prays for the POTUS & appreciates his positions on religious freedom, life, & family. URL",0,test
Hating hoes ain't happy and happy hoes ain't hating!,0,test
thank god islam has made circumcision obligatory have you seen uncircumcised dicks they are the most ugly looking things 😷,1,test
Ilhan Omar leave the USA AND go back to hell from whence you came. Take SARSOUR with you. You are both anti-American bitches who hate this nation and we want you to leave. You're both hypocritical liars who hate this nation and support terrorism.,1,test
@pjamesjp1 @finy06 @Durango96380362 @FreeLion7 @tgradous @JVER1 @JUBILEE_7DOUBLE @BeverlyConserv1 @usvetram @marylene58 The morons must have a death wish. Israel will oblige,0,test
you bitches loyal to someone that ’ fucking soo many different bitches i feel you tho,1,test
I hope this nigga choke on a onion ring,0,test
Aight female go be a nerd elsewhere,0,test
@wyatthunter39 me Ima faggot,0,test
"Stop protesting at clinics. Stop shaming women. Stop trying to overturn abortion laws. If you actually care about reducing or eliminating the number of abortions in our country, simply HOLD MEN RESPONSIBLE FOR THEIR ACTIONS.",0,test
"@VishabRana There are over 900 cases of sexual violence against women in India on a daily basis. The Kathua case was different Coz state machinery like police and state lawyer bar was involved in shielding and rallying for rapists. Only then did civil society, like actors, get involved.",0,test
@YouniisBaloch This is fucking disgusting !! 3rd world country with 3rd world laws  You barbaric idiots,0,test
@IrvinjitS @azaadpunjabb @TajinderBagga And you have sold your sole to the jihadis of Pakistan the same ones who take pride in killing and raping and torturing Ur community. Ur nothing but a piece of decayed shit .,1,test
I will suck on yo clitoris and finger you at the same time eat yo pussy from the back let you ride my face till you cum and go home and post my bitch 🤷🏽‍♂️💯😭,0,test
"Don't vote for that Jew is you don't want to be a Jew supporter. Signed, Nazi Germany",1,test
"@TaggartRearden @jhjulian1956 Do these Muslims do nothing to fight against supposed ""radical"" islam? If they do nothing then the reason no one took them serious is due to their lack of action. In a way they helped the supposed ""radical"" muslims.",0,test
